,model_id,task,train length,test length,batch_size,lr,data_seed,model_seed,target_layer,operation,probe index,mask_init,model path,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max, vanilla acc IID, ablated acc IID,random ablate acc mean IID,random ablate acc std IID
19,4922d13b-4bbf-4f77-a87c-853f9d6bfe58,syntactic_number,2000,1000,500,0.001,0,0,9,mlp,-1,0.0,gpt2-medium,0.40822241455316544,0.4148228317499161,1.0,0.5015015015015015,1.0,0.5,0.581081081081081,0.554,1409024.0,8388608,0.975,0.978,0.9762000000000001,0.007858753081755406
20,deac09af-8a4e-48d1-9c28-2208a332f25e,syntactic_number,2000,1000,500,0.001,0,0,10,attn,-1,0.0,gpt2-medium,0.25994057953357697,0.262285977602005,1.0,0.5015015015015015,1.0,0.5,0.526026026026026,0.509,1131520.0,4194304,0.975,0.958,0.9725999999999999,0.0030066592756745844
21,df58daea-696d-467f-9e82-0352ee7ffc1e,syntactic_number,2000,1000,500,0.001,0,0,10,mlp,-1,0.0,gpt2-medium,0.2529734820127487,0.2559459060430527,1.0,0.5015015015015015,1.0,0.5,0.5900900900900901,0.563,1461248.0,8388608,0.975,0.98,0.9762000000000001,0.0038157568056677855
22,bc3298e3-5d55-4d60-a37b-5ab372108dc0,syntactic_number,2000,1000,500,0.001,0,0,11,attn,-1,0.0,gpt2-medium,0.2100185677409172,0.20938697457313538,1.0,0.5015015015015015,1.0,0.5,0.5045045045045045,0.509,1241088.0,4194304,0.975,0.976,0.9753999999999999,0.0058172158288996
23,ccf4ee70-1666-48a7-8c98-94b9cf15f4e3,syntactic_number,2000,1000,500,0.001,0,0,11,mlp,-1,0.0,gpt2-medium,0.40173567831516266,0.4043407440185547,0.9994994994994995,0.5015015015015015,1.0,0.5,0.6516516516516516,0.632,1550336.0,8388608,0.975,0.967,0.9795999999999999,0.005535341001239224
24,4c648ce6-792c-43da-9dc0-5a5804d1db42,syntactic_number,2000,1000,500,0.001,0,0,12,attn,-1,0.0,gpt2-medium,0.33831992745399475,0.3397141098976135,1.0,0.5015015015015015,1.0,0.5,0.529029029029029,0.54,1323008.0,4194304,0.975,0.99,0.9767999999999999,0.0035440090293338733
25,af61f67f-0f02-4239-96af-6acd40097396,syntactic_number,2000,1000,500,0.001,0,0,12,mlp,-1,0.0,gpt2-medium,0.38559839874505997,0.38928328454494476,1.0,0.5015015015015015,1.0,0.5,0.7767767767767768,0.751,1549312.0,8388608,0.975,0.97,0.9757999999999999,0.003969886648255845
26,fa15aa09-ef70-468a-8f1d-d8f733513668,syntactic_number,2000,1000,500,0.001,0,0,13,attn,-1,0.0,gpt2-medium,0.34932468831539154,0.35207366943359375,1.0,0.5015015015015015,1.0,0.5,0.5345345345345346,0.542,1292288.0,4194304,0.975,0.984,0.9688000000000001,0.0054918120870983975
27,867d4c37-3ad2-493e-892c-4257040d78bd,syntactic_number,2000,1000,500,0.001,0,0,13,mlp,-1,0.0,gpt2-medium,0.3208586722612381,0.32239213585853577,1.0,0.5015015015015015,1.0,0.5,0.7442442442442443,0.747,1605632.0,8388608,0.975,0.967,0.9709999999999999,0.0062289646009589805
28,5f7b7402-8327-4052-9d35-04457adbb170,syntactic_number,2000,1000,500,0.001,0,0,14,attn,-1,0.0,gpt2-medium,0.25587404519319534,0.25535233318805695,0.998998998998999,0.5015015015015015,1.0,0.5,0.53003003003003,0.507,1192960.0,4194304,0.975,0.988,0.9739999999999999,0.0032863353450309995
29,be54cf9b-f9cb-478d-bc53-02064208efb1,syntactic_number,2000,1000,500,0.001,0,0,14,mlp,-1,0.0,gpt2-medium,0.39897847920656204,0.3996730148792267,1.0,0.5015015015015015,1.0,0.5,0.6801801801801802,0.681,1660928.0,8388608,0.975,0.941,0.9757999999999999,0.001939071942966533
30,058b2785-c058-4651-ac0d-110225e89b04,syntactic_number,2000,1000,500,0.001,0,0,15,attn,-1,0.0,gpt2-medium,0.1747066117823124,0.17597883194684982,1.0,0.5015015015015015,1.0,0.5,0.505005005005005,0.496,1327104.0,4194304,0.975,0.987,0.9630000000000001,0.0033466401061363047
31,b339763b-13bf-4895-a267-d26ff9390ba5,syntactic_number,2000,1000,500,0.001,0,0,15,mlp,-1,0.0,gpt2-medium,0.33977416157722473,0.34869997203350067,0.9834834834834835,0.5015015015015015,0.984,0.5,0.7962962962962963,0.789,1627136.0,8388608,0.975,0.921,0.974,0.005176871642217918
32,3538e2b7-3e5a-4b3b-a546-81b4ef9b4638,syntactic_number,2000,1000,500,0.001,0,0,16,attn,-1,0.0,gpt2-medium,0.2599574103951454,0.2637503296136856,1.0,0.5015015015015015,0.999,0.5,0.5065065065065065,0.502,1205248.0,4194304,0.975,0.976,0.9722,0.003310589071449373
33,eaf456c0-1a71-4615-968c-a6efcd15d0b6,syntactic_number,2000,1000,500,0.001,0,0,16,mlp,-1,0.0,gpt2-medium,0.6039438396692276,0.6091532111167908,0.6721721721721722,0.5015015015015015,0.67,0.5,0.571071071071071,0.569,1505280.0,8388608,0.975,0.957,0.9732,0.0024000000000000024
34,93faffad-2a3b-47cf-9dc9-be7d40438671,syntactic_number,2000,1000,500,0.001,0,0,17,attn,-1,0.0,gpt2-medium,0.33080605417490005,0.3351805508136749,0.977977977977978,0.5015015015015015,0.978,0.5,0.524024024024024,0.521,1126400.0,4194304,0.975,0.969,0.9722,0.0019390719429665333
35,b8a6ce98-428e-4267-ab29-f0c73d88c3e9,syntactic_number,2000,1000,500,0.001,0,0,17,mlp,-1,0.0,gpt2-medium,0.3719153627753258,0.37949900329113007,1.0,0.5015015015015015,1.0,0.5,0.6926926926926927,0.664,1826816.0,8388608,0.975,0.976,0.9704,0.0016248076809271934
36,e8c96b4f-22d9-4c8f-b630-7447af2f1100,syntactic_number,2000,1000,500,0.001,0,0,18,attn,-1,0.0,gpt2-medium,0.30696243047714233,0.3115832358598709,0.9994994994994995,0.5015015015015015,0.999,0.5,0.5435435435435435,0.554,1049600.0,4194304,0.975,0.976,0.9658000000000001,0.005306599664568644
37,8a3e89cc-4c7e-431e-bc93-87854c95b5ff,syntactic_number,2000,1000,500,0.001,0,0,18,mlp,-1,0.0,gpt2-medium,0.35504768788814545,0.367063507437706,0.8738738738738738,0.5015015015015015,0.859,0.5,0.7077077077077077,0.702,1485824.0,8388608,0.975,0.976,0.9692000000000001,0.001326649916142161
38,74ec7bc0-8a47-4246-86a2-b80944456767,syntactic_number,2000,1000,500,0.001,0,0,19,attn,-1,0.0,gpt2-medium,0.40774617344141006,0.4125475585460663,0.9824824824824825,0.5015015015015015,0.986,0.5,0.5025025025025025,0.503,907264.0,4194304,0.975,0.981,0.9724,0.0017435595774162708
39,51cbbf66-b42d-4580-bc45-de23b6ed7fb5,syntactic_number,2000,1000,500,0.001,0,0,19,mlp,-1,0.0,gpt2-medium,0.3084465190768242,0.3069932162761688,0.9194194194194194,0.5015015015015015,0.924,0.5,0.57007007007007,0.588,1494016.0,8388608,0.975,0.976,0.966,0.00622896460095898
40,e3c074c7-b66c-4bac-a868-cb55d1f9d2de,syntactic_number,2000,1000,500,0.001,0,0,20,attn,-1,0.0,gpt2-medium,0.2366621270775795,0.2513342425227165,0.9944944944944945,0.5015015015015015,0.991,0.5,0.4944944944944945,0.507,749568.0,4194304,0.975,0.982,0.9686,0.0016248076809271936
41,bf989d74-bce1-4534-b4d0-0d3acec2f0c4,syntactic_number,2000,1000,500,0.001,0,0,20,mlp,-1,0.0,gpt2-medium,0.5670594871044159,0.5713880956172943,0.9354354354354354,0.5015015015015015,0.94,0.5,0.6716716716716716,0.643,1475584.0,8388608,0.975,0.975,0.9724,0.0057827329179203895
42,4b388c3e-ab76-4330-9875-6f10ec76d658,syntactic_number,2000,1000,500,0.001,0,0,21,attn,-1,0.0,gpt2-medium,0.19232651218771935,0.18414440751075745,0.9904904904904905,0.5015015015015015,0.994,0.5,0.488988988988989,0.49,585728.0,4194304,0.975,0.975,0.9752000000000001,0.00040000000000000034
43,ed8b17cc-79b9-4b6d-8622-a97c1f4eaed2,syntactic_number,2000,1000,500,0.001,0,0,21,mlp,-1,0.0,gpt2-medium,0.687334880232811,0.6884192228317261,0.998998998998999,0.5015015015015015,0.999,0.5,0.5680680680680681,0.564,1218560.0,8388608,0.975,0.973,0.9751999999999998,0.001720465053408527
44,9976ac9e-64ec-4759-b8f7-409aab380eff,syntactic_number,2000,1000,500,0.001,0,0,22,attn,-1,0.0,gpt2-medium,0.14444978907704353,0.15237753838300705,0.998998998998999,0.5015015015015015,0.996,0.5,0.6756756756756757,0.676,779264.0,4194304,0.975,0.975,0.9747999999999999,0.0007483314773547889
45,86efe11c-78e3-4429-a1f6-119515dfbde3,syntactic_number,2000,1000,500,0.001,0,0,22,mlp,-1,0.0,gpt2-medium,0.14765821769833565,0.14950119704008102,1.0,0.5015015015015015,1.0,0.5,0.488988988988989,0.515,1131520.0,8388608,0.975,0.974,0.9703999999999999,0.003611094017053561
46,31ab04db-2179-4c46-82ba-61e2c339cd56,syntactic_number,2000,1000,500,0.001,0,0,23,attn,-1,0.0,gpt2-medium,0.1884484812617302,0.19552917778491974,0.9414414414414415,0.5015015015015015,0.931,0.5,0.6701701701701702,0.667,807936.0,4194304,0.975,0.975,0.975,0.0006324555320336764
47,5cf27b8f-4a96-4d31-b70a-f34ae5459445,syntactic_number,2000,1000,500,0.001,0,0,23,mlp,-1,0.0,gpt2-medium,0.484967403113842,0.49634426832199097,0.7562562562562563,0.5015015015015015,0.744,0.5,0.6776776776776777,0.646,936960.0,8388608,0.975,0.977,0.9742000000000001,0.000748331477354789
